host_id,latitude,longitude,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,media_bairro,bairro_group__Bronx,bairro_group__Brooklyn,bairro_group__Manhattan,bairro_group__Queens,bairro_group__Staten Island,room_type__Entire home/apt,room_type__Private room,room_type__Shared room
2845,40.75362,-73.98377,225,1,45,0.38,2,355,282.7190938511327,0,0,1,0,0,1,0,0
4632,40.80902,-73.9419,150,3,0,0.0,1,365,118.97404063205416,0,0,1,0,0,0,1,0
4869,40.68514,-73.95976,89,1,270,4.64,1,194,181.89335664335664,0,1,0,0,0,1,0,0
7192,40.79851,-73.94399,80,10,9,0.1,1,0,133.1987466427932,0,0,1,0,0,1,0,0
7322,40.74767,-73.975,200,3,74,0.59,1,129,220.95876288659792,0,0,1,0,0,1,0,0
7356,40.68688,-73.95596,60,45,49,0.4,1,0,107.67824448034465,0,1,0,0,0,0,1,0
8967,40.76489,-73.98493,79,2,430,3.47,1,220,204.79417773238,0,0,1,0,0,0,1,0
7490,40.80178,-73.96723,79,2,118,0.99,1,0,210.91831557584985,0,0,1,0,0,0,1,0
7549,40.71344,-73.99037,150,1,160,1.33,4,188,161.49728260869566,0,0,1,0,0,1,0,0
7702,40.80316,-73.96545,135,5,53,0.43,1,6,210.91831557584985,0,0,1,0,0,1,0,0
7989,40.76076,-73.98867,85,2,188,1.5,1,39,204.79417773238,0,0,1,0,0,0,1,0
9744,40.66829,-73.98779,89,4,167,1.34,3,314,146.72535211267606,0,1,0,0,0,0,1,0
11528,40.79826,-73.96113,85,2,113,0.91,1,333,210.91831557584985,0,0,1,0,0,0,1,0
11975,40.7353,-74.00525,120,90,27,0.22,1,0,267.6822916666667,0,0,1,0,0,1,0,0
15991,40.70837,-73.95352,140,2,148,1.2,1,46,143.80280612244897,0,1,0,0,0,1,0,0
17571,40.69169,-73.97185,215,2,198,1.72,1,321,151.37423312883436,0,1,0,0,0,1,0,0
18946,40.74192,-73.99501,140,1,260,2.12,1,12,249.73854447439356,0,0,1,0,0,0,1,0
20950,40.67592,-73.94694,99,3,53,4.44,1,21,112.480179028133,0,1,0,0,0,1,0,0
17985,40.79685,-73.94872,190,7,0,0.0,2,249,133.1987466427932,0,0,1,0,0,1,0,0
21207,40.71842,-73.95718,299,3,9,0.07,1,0,143.80280612244897,0,1,0,0,0,1,0,0
22486,40.68069,-73.97706,130,2,130,1.09,6,347,176.31225296442688,0,1,0,0,0,0,1,0
22486,40.67989,-73.97798,80,1,39,0.37,6,364,176.31225296442688,0,1,0,0,0,0,1,0
22486,40.68001,-73.97865,110,2,71,0.61,6,304,176.31225296442688,0,1,0,0,0,0,1,0
25183,40.68371,-73.94028,120,2,88,0.73,2,233,107.67824448034465,0,1,0,0,0,1,0,0
25326,40.65599,-73.97519,60,1,19,1.37,2,85,138.9936305732484,0,1,0,0,0,0,1,0
26394,40.86754,-73.92639,80,4,0,0.0,1,0,88.89682539682539,0,0,1,0,0,0,1,0
30193,40.76715,-73.98533,150,10,58,0.49,1,75,204.79417773238,0,0,1,0,0,1,0,0
31374,40.86482,-73.92106,44,3,108,1.11,3,311,88.89682539682539,0,0,1,0,0,0,1,0
21904,40.7292,-73.98542,180,14,29,0.24,1,67,186.0831084727469,0,0,1,0,0,1,0,0
32294,40.82245,-73.95104,50,3,242,2.04,3,355,118.97404063205416,0,0,1,0,0,0,1,0
32045,40.81305,-73.95466,52,2,88,1.42,1,255,118.97404063205416,0,0,1,0,0,0,1,0
32169,40.72219,-73.93762,55,4,197,1.65,3,284,144.82242152466367,0,1,0,0,0,0,1,0
32294,40.8213,-73.95318,50,3,273,2.37,3,359,118.97404063205416,0,0,1,0,0,0,1,0
35935,40.6831,-73.95473,70,1,74,0.66,2,269,107.67824448034465,0,1,0,0,0,0,1,0
9744,40.66869,-73.9878,89,4,168,1.41,3,340,146.72535211267606,0,1,0,0,0,0,1,0
7355,40.68876,-73.94312,35,60,0,0.0,1,365,107.67824448034465,0,1,0,0,0,0,1,0
44145,40.70186,-73.92745,85,2,231,1.96,2,22,84.80040567951319,0,1,0,0,0,1,0,0
45445,40.63702,-73.96327,150,1,0,0.0,1,365,92.21256038647344,0,1,0,0,0,0,1,0
7549,40.71401,-73.98917,40,1,214,1.81,4,188,186.31284302963772,0,0,1,0,0,0,0,1
46978,40.7229,-73.98199,68,2,245,2.08,2,96,186.0831084727469,0,0,1,0,0,0,1,0
47610,40.66278,-73.97966,120,3,15,0.39,1,345,146.72535211267606,0,1,0,0,0,1,0,0
47618,40.69673,-73.97584,120,7,25,0.23,1,311,151.37423312883436,0,1,0,0,0,0,1,0
16800,40.79009,-73.97927,135,4,81,0.69,1,273,210.91831557584985,0,0,1,0,0,0,1,0
47727,40.81175,-73.94478,150,7,97,0.84,1,309,118.97404063205416,0,0,1,0,0,1,0,0
49670,40.65944,-73.96238,150,29,11,0.49,1,95,110.40186915887853,0,1,0,0,0,1,0,0
50124,40.74771,-73.9474,130,3,248,2.25,1,215,127.46554934823092,0,0,0,1,0,0,1,0
50148,40.68111,-73.95591,110,7,61,0.52,1,265,107.67824448034465,0,1,0,0,0,1,0,0
50846,40.68554,-73.9409,115,3,11,0.1,1,0,107.67824448034465,0,1,0,0,0,1,0,0
52335,40.69142,-73.97376,80,3,135,1.16,2,192,151.37423312883436,0,1,0,0,0,0,1,0
54275,40.68043,-73.93934,80,1,112,1.01,3,251,107.67824448034465,0,1,0,0,0,0,1,0
56094,40.78635,-73.97008,151,2,73,0.63,1,302,210.91831557584985,0,0,1,0,0,1,0,0
56104,40.7042,-73.9356,228,3,82,0.7,1,140,143.80280612244897,0,1,0,0,0,1,0,0
56246,40.73506,-73.95392,144,2,328,2.82,1,234,144.82242152466367,0,1,0,0,0,1,0,0
56284,40.73961,-73.98074,200,7,19,0.22,1,257,202.40851063829788,0,0,1,0,0,1,0,0
56512,40.70881,-73.9593,150,30,105,0.9,1,30,143.80280612244897,0,1,0,0,0,1,0,0
59023,40.72004,-73.99104,110,5,19,0.17,1,301,186.31284302963772,0,0,1,0,0,0,1,0
59734,40.75531,-73.99293,69,2,289,2.49,2,294,204.79417773238,0,0,1,0,0,0,1,0
32169,40.72401,-73.93788,49,4,138,1.19,3,320,144.82242152466367,0,1,0,0,0,0,1,0
60049,40.7221,-73.99775,180,30,21,0.3,1,154,287.1033519553073,0,0,1,0,0,1,0,0
60252,40.71185,-73.96204,80,2,42,0.38,1,263,143.80280612244897,0,1,0,0,0,0,1,0
60278,40.74623,-73.9953,375,180,5,0.12,1,180,249.73854447439356,0,0,1,0,0,1,0,0
61491,40.77065,-73.95269,250,2,66,0.57,2,231,188.94827586206893,0,0,1,0,0,1,0,0
63588,40.67811,-73.96428,200,30,143,1.33,2,297,173.37254901960785,0,1,0,0,0,1,0,0
63613,40.69,-73.96788,55,7,27,0.23,2,292,181.89335664335664,0,1,0,0,0,0,1,0
63924,40.75979,-73.99119,52,30,191,1.65,1,191,204.79417773238,0,0,1,0,0,0,1,0
64056,40.67343,-73.98338,225,3,4,0.16,1,0,176.31225296442688,0,1,0,0,0,1,0,0
64442,40.72649,-73.97904,80,1,338,4.72,2,72,186.0831084727469,0,0,1,0,0,0,1,0
64522,40.70933,-73.96792,275,1,148,1.4,1,362,143.80280612244897,0,1,0,0,0,1,0,0
4396,40.72298,-73.98474,99,1,106,1.26,2,336,186.0831084727469,0,0,1,0,0,0,1,0
65837,40.80164,-73.93922,225,4,190,1.64,1,215,133.1987466427932,0,0,1,0,0,1,0,0
66035,40.72162,-73.98008,230,9,49,0.43,1,116,186.0831084727469,0,0,1,0,0,1,0,0
66243,40.76342,-73.98865,51,7,23,0.43,1,88,204.79417773238,0,0,1,0,0,0,1,0
68428,40.83139,-73.94095,65,2,49,1.6,2,336,89.6106785317019,0,0,1,0,0,0,1,0
68599,40.68346,-73.96374,105,2,105,0.92,1,304,181.89335664335664,0,1,0,0,0,0,1,0
69829,40.72828,-73.98801,190,5,21,0.2,1,224,186.0831084727469,0,0,1,0,0,1,0,0
69942,40.76865,-73.95058,200,1,142,1.5,1,322,188.94827586206893,0,0,1,0,0,0,1,0
70091,40.75038,-73.90334,70,30,25,0.22,1,324,85.09787234042552,0,0,0,1,0,0,1,0
71512,40.6932,-73.97267,95,3,143,1.28,1,132,151.37423312883436,0,1,0,0,0,0,1,0
71876,40.74138,-74.00197,150,3,167,1.65,1,295,249.73854447439356,0,0,1,0,0,0,1,0
72014,40.71154,-73.96112,145,3,61,0.54,4,238,143.80280612244897,0,1,0,0,0,0,1,0
73051,40.82915,-73.95136,110,31,54,0.49,1,209,118.97404063205416,0,0,1,0,0,1,0,0
73128,40.71851,-73.98892,285,5,70,0.62,1,328,186.31284302963772,0,0,1,0,0,1,0,0
73469,40.65401,-73.96323,130,6,16,0.15,1,38,92.21256038647344,0,1,0,0,0,1,0,0
44263,40.7114,-73.98794,94,30,94,0.84,1,188,186.31284302963772,0,0,1,0,0,0,1,0
74303,40.69723,-73.99268,800,1,25,0.24,1,7,209.06493506493507,0,1,0,0,0,1,0,0
74857,40.71833,-73.95748,105,3,61,0.53,1,272,143.80280612244897,0,1,0,0,0,1,0,0
62407,40.72334,-73.9844,60,3,194,1.73,1,26,186.0831084727469,0,0,1,0,0,0,1,0
76627,40.72912,-73.98057,50,1,2,0.05,1,0,186.0831084727469,0,0,1,0,0,0,1,0
72014,40.71156,-73.96218,85,3,174,1.54,4,288,143.80280612244897,0,1,0,0,0,0,1,0
961342,40.70032,-73.9383,65,4,24,0.28,1,317,84.80040567951319,0,1,0,0,0,0,1,0
78460,40.68233,-73.97261,131,4,166,3.4,1,207,173.37254901960785,0,1,0,0,0,1,0,0
51038,40.68634,-73.966,98,7,16,0.2,6,185,181.89335664335664,0,1,0,0,0,0,1,0
79070,40.68035,-73.97162,250,7,21,0.3,1,158,173.37254901960785,0,1,0,0,0,1,0,0
79402,40.70984,-73.95775,100,5,168,1.57,1,0,143.80280612244897,0,1,0,0,0,1,0,0
44145,40.70093,-73.92609,105,3,118,1.05,2,9,84.80040567951319,0,1,0,0,0,1,0,0
42032,40.79764,-73.96177,140,3,81,0.71,1,198,210.91831557584985,0,0,1,0,0,1,0,0
82685,40.82803,-73.94731,89,1,1,0.11,1,365,118.97404063205416,0,0,1,0,0,0,1,0
83257,40.74008,-74.00271,98,30,30,0.27,2,364,249.73854447439356,0,0,1,0,0,0,1,0
87773,40.68413,-73.92357,125,7,139,1.23,2,311,107.67824448034465,0,1,0,0,0,1,0,0
32294,40.82279,-73.95139,60,3,11,0.87,3,219,118.97404063205416,0,0,1,0,0,0,1,0
11481,40.67967,-74.00154,175,2,233,2.09,3,342,175.91416309012877,0,1,0,0,0,1,0,0
63318,40.83927,-73.94281,65,2,68,0.6,1,312,89.6106785317019,0,0,1,0,0,0,1,0
93790,40.73096,-74.00319,500,4,46,0.55,2,243,267.6822916666667,0,0,1,0,0,1,0,0
97219,40.71332,-73.94177,101,3,335,3.02,1,152,143.80280612244897,0,1,0,0,0,0,1,0
97797,40.66941,-73.98109,220,30,88,0.79,1,9,176.31225296442688,0,1,0,0,0,1,0,0
87773,40.68373,-73.92377,125,90,162,1.46,2,137,107.67824448034465,0,1,0,0,0,1,0,0
105538,40.71459,-73.94844,80,30,29,0.4,1,222,143.80280612244897,0,1,0,0,0,1,0,0
107628,40.8092,-73.94421,100,2,170,1.61,1,346,118.97404063205416,0,0,1,0,0,0,1,0
109589,40.68157,-73.98989,200,30,19,0.2,1,208,158.80161943319837,0,1,0,0,0,1,0,0
59734,40.75527,-73.99291,59,2,334,3.0,2,279,204.79417773238,0,0,1,0,0,0,1,0
51038,40.68698,-73.96572,125,2,19,0.2,6,250,181.89335664335664,0,1,0,0,0,0,1,0
112793,40.7288,-73.98192,140,7,12,0.13,1,164,186.0831084727469,0,0,1,0,0,1,0,0
42273,40.66853,-73.98912,120,30,467,4.22,2,192,146.72535211267606,0,1,0,0,0,1,0,0
72062,40.7254,-73.98157,350,2,7,0.06,4,298,186.0831084727469,0,0,1,0,0,1,0,0
115157,40.74294,-73.98009,199,5,38,0.38,1,260,202.40851063829788,0,0,1,0,0,1,0,0
115307,40.71942,-73.95748,325,3,324,3.01,1,107,143.80280612244897,0,1,0,0,0,1,0,0
115560,40.77823,-73.97637,235,6,27,0.27,1,199,210.91831557584985,0,0,1,0,0,1,0,0
72062,40.72555,-73.97965,225,1,115,1.05,4,299,186.0831084727469,0,0,1,0,0,1,0,0
118971,40.66831,-73.98604,99,2,354,3.2,3,20,146.72535211267606,0,1,0,0,0,0,1,0
119510,40.82754,-73.94919,170,2,195,2.03,1,318,118.97404063205416,0,0,1,0,0,1,0,0
119588,40.66499,-73.97925,400,2,16,0.24,2,216,146.72535211267606,0,1,0,0,0,1,0,0
119900,40.77842,-73.97556,170,7,13,0.12,1,224,210.91831557584985,0,0,1,0,0,1,0,0
120223,40.72245,-73.98527,100,4,25,0.23,1,0,186.0831084727469,0,0,1,0,0,1,0,0
65091,40.65593,-73.96053,75,2,9,0.08,1,324,110.40186915887853,0,1,0,0,0,0,1,0
6197784,40.71923,-73.96468,90,1,9,0.08,1,245,143.80280612244897,0,1,0,0,0,0,1,0
124352,40.778,-73.94822,150,5,21,0.19,1,189,188.94827586206893,0,0,1,0,0,1,0,0
124797,40.85879,-73.93128,85,15,36,0.33,1,307,89.6106785317019,0,0,1,0,0,0,1,0
35935,40.68332,-73.9547,70,3,63,0.58,2,310,107.67824448034465,0,1,0,0,0,0,1,0
126607,40.81618,-73.94894,120,3,155,1.42,3,213,118.97404063205416,0,0,1,0,0,1,0,0
127608,40.68414,-73.96351,89,3,260,2.35,1,278,181.89335664335664,0,1,0,0,0,0,1,0
125857,40.72392,-73.99143,185,5,73,0.66,1,209,186.0831084727469,0,0,1,0,0,1,0,0
129352,40.73494,-73.9503,50,3,193,1.86,1,0,144.82242152466367,0,1,0,0,0,0,1,0
120335,40.71341,-73.98856,105,3,32,0.29,1,16,186.31284302963772,0,0,1,0,0,1,0,0
117287,40.76754,-73.98399,130,2,50,0.45,3,234,204.79417773238,0,0,1,0,0,0,1,0
135619,40.73442,-74.00303,115,29,26,0.25,1,12,267.6822916666667,0,0,1,0,0,1,0,0
137292,40.63188,-73.93248,77,2,2,0.02,1,178,126.43373493975903,0,1,0,0,0,0,1,0
137814,40.6873,-73.9634,76,2,426,3.89,3,275,181.89335664335664,0,1,0,0,0,0,1,0
137974,40.68296,-73.93662,125,3,227,2.09,2,163,107.67824448034465,0,1,0,0,0,1,0,0
116599,40.6863,-73.96765,135,4,84,0.77,3,365,181.89335664335664,0,1,0,0,0,0,1,0
138579,40.73409,-73.95348,250,29,3,0.03,1,34,144.82242152466367,0,1,0,0,0,1,0,0
139612,40.71561,-73.94835,199,3,10,0.1,1,280,143.80280612244897,0,1,0,0,0,1,0,0
139874,40.6857,-73.99183,140,2,4,0.04,1,0,211.92929292929293,0,1,0,0,0,1,0,0
140025,40.74028,-73.83168,140,2,1,0.01,1,1,93.51408450704226,0,0,0,1,0,0,1,0
137974,40.68281,-73.93524,115,3,124,1.72,2,170,107.67824448034465,0,1,0,0,0,1,0,0
142833,40.71596,-73.93938,160,3,11,0.11,1,188,143.80280612244897,0,1,0,0,0,1,0,0
143027,40.71492,-73.95935,195,4,240,2.19,1,214,143.80280612244897,0,1,0,0,0,1,0,0
143048,40.72354,-73.98295,195,3,30,0.28,1,248,186.0831084727469,0,0,1,0,0,1,0,0
72014,40.71165,-73.96087,80,3,200,1.86,4,262,143.80280612244897,0,1,0,0,0,0,1,0
149929,40.69101,-73.97312,44,8,27,1.05,5,280,151.37423312883436,0,1,0,0,0,0,1,0
120291,40.73474,-74.00101,156,4,79,0.74,1,307,267.6822916666667,0,0,1,0,0,0,1,0
62165,40.67386,-73.96641,85,15,9,0.09,1,339,173.37254901960785,0,1,0,0,0,0,1,0
142684,40.71536,-73.96057,125,3,155,1.61,1,1,143.80280612244897,0,1,0,0,0,0,1,0
137432,40.6741,-73.96595,115,15,4,0.05,1,269,173.37254901960785,0,1,0,0,0,1,0,0
157798,40.79295,-73.93997,69,2,34,0.32,1,10,133.1987466427932,0,0,1,0,0,0,1,0
158284,40.73226,-74.00401,225,45,134,1.24,1,312,267.6822916666667,0,0,1,0,0,1,0,0
159370,40.71363,-73.96398,125,6,27,0.25,1,189,143.80280612244897,0,1,0,0,0,1,0,0
92788,40.77711,-73.9527,219,4,126,1.16,2,290,188.94827586206893,0,0,1,0,0,1,0,0
165789,40.68559,-73.98094,475,3,23,0.27,1,230,176.135593220339,0,1,0,0,0,1,0,0
168417,40.77456,-73.95323,99,1,234,2.6,2,164,188.94827586206893,0,0,1,0,0,1,0,0
168525,40.71088,-73.95055,69,4,202,1.86,2,53,143.80280612244897,0,1,0,0,0,0,1,0
110506,40.74559,-73.92313,79,30,28,0.26,1,126,84.86501377410468,0,0,0,1,0,0,1,0
170510,40.68306,-73.94659,135,2,309,2.86,2,3,107.67824448034465,0,1,0,0,0,1,0,0
171851,40.70207,-73.98571,250,3,14,0.13,1,189,196.30555555555557,0,1,0,0,0,0,1,0
174025,40.76123,-73.9642,250,3,4,0.08,1,365,188.94827586206893,0,0,1,0,0,1,0,0
180083,40.66858,-73.99083,250,2,80,2.17,1,0,158.80161943319837,0,1,0,0,0,1,0,0
181167,40.82704,-73.94907,80,3,2,0.04,1,0,118.97404063205416,0,0,1,0,0,1,0,0
137814,40.68843,-73.96408,70,2,294,3.47,3,336,181.89335664335664,0,1,0,0,0,0,1,0
11481,40.6783,-74.00135,165,2,150,1.4,3,342,175.91416309012877,0,1,0,0,0,1,0,0
185978,40.64524,-74.08088,70,2,166,1.66,1,312,118.14583333333331,0,0,0,0,1,0,1,0
177536,40.70641,-73.91765,50,2,47,0.94,1,37,84.80040567951319,0,1,0,0,0,0,1,0
190409,40.83232,-73.93184,40,1,219,2.04,3,353,71.11111111111111,1,0,0,0,0,0,1,0
193360,40.71045,-73.9677,150,2,193,1.78,1,177,143.80280612244897,0,1,0,0,0,1,0,0
72062,40.72518,-73.98034,125,1,84,0.78,4,310,186.0831084727469,0,0,1,0,0,0,1,0
193722,40.70666,-74.01374,196,3,114,1.06,1,0,225.49059139784947,0,0,1,0,0,1,0,0
181376,40.69098,-73.97113,110,2,213,2.0,2,321,151.37423312883436,0,1,0,0,0,0,1,0
193637,40.73756,-74.00405,170,3,86,0.8,1,246,267.6822916666667,0,0,1,0,0,1,0,0
126607,40.81526,-73.94791,165,3,80,0.75,3,231,118.97404063205416,0,0,1,0,0,1,0,0
201297,40.73423,-74.0046,150,26,38,0.36,1,225,267.6822916666667,0,0,1,0,0,1,0,0
202249,40.82374,-73.9373,100,2,18,1.79,1,0,118.97404063205416,0,0,1,0,0,1,0,0
67778,40.68863,-73.97691,65,2,206,1.92,2,0,151.37423312883436,0,1,0,0,0,0,1,0
204539,40.70382,-73.89797,350,8,10,0.11,5,365,77.18439716312056,0,0,0,1,0,1,0,0
867225,40.80549,-73.95924,99,4,122,1.18,2,233,114.78323699421964,0,0,1,0,0,0,1,0
204724,40.71627,-73.9587,200,4,33,0.58,1,1,143.80280612244897,0,1,0,0,0,1,0,0
8198,40.67994,-73.97863,150,5,52,0.5,1,18,176.31225296442688,0,1,0,0,0,1,0,0
209460,40.67992,-73.9475,90,3,126,1.17,4,343,107.67824448034465,0,1,0,0,0,0,1,0
210746,40.67868,-73.97307,120,3,51,0.48,3,250,173.37254901960785,0,1,0,0,0,0,1,0
212722,40.76834,-73.95334,75,3,199,1.85,1,326,188.94827586206893,0,0,1,0,0,0,1,0
214148,40.68237,-73.9415,175,26,30,0.29,1,364,107.67824448034465,0,1,0,0,0,1,0,0
214287,40.74031,-73.99999,125,3,3,0.03,1,0,249.73854447439356,0,0,1,0,0,1,0,0
218404,40.76307,-73.99665,275,1,41,0.38,1,299,204.79417773238,0,0,1,0,0,1,0,0
221873,40.71882,-73.98852,299,2,109,1.04,1,207,186.31284302963772,0,0,1,0,0,1,0,0
9744,40.6693,-73.98804,135,5,151,1.43,3,162,146.72535211267606,0,1,0,0,0,1,0,0
236421,40.77333,-73.95199,130,14,0,0.0,2,0,188.94827586206893,0,0,1,0,0,0,1,0
236655,40.72319,-73.99201,83,1,285,2.69,1,7,186.31284302963772,0,0,1,0,0,0,1,0
